"NPI","Provider Other Organization Name","Provider Other Organization Name Type Code"
"1033477823","Valley Behavioral Health","3"
"1033693569","Mount Carmel Behavioral Healthcare","3"
"1033895933","Allergy Asthma Associates of Oklahoma","3"
"1033896998","The Fitness Lab","3"
"1053339895","WALMART PHARMACY 10-0094","3"
"1053954800","American Medical Response; AMR; LIFEGUARD EMERGENCY MEDICAL SERVICES;","3"
"1053954800","Lifeguard Ambulance","3"
"1063439388","WALMART PHARMACY 10-0061","3"
"1063439487","WALMART PHARMACY 10-0089","3"
"1073530390","WALMART PHARMACY 10-0030","3"
"1104252030","Longleaf Hospital","3"
"1104884006","Valley Behavioral Health","3"
"1114040888","VISTA HEALTH PHYSICAN GROUP","5"
"1124144563","Vantage Point of Northwest Arkansas","3"
"1134146483","WALMART PHARMACY 10-0095","3"
"1134427933","Discovery Medical Services","3"
"1144293705","San Juan Capestrano Hospital","3"
"1144439621","San Juan Capestrano Hospital","3"
"1144498643","Seven Hills Hospital","3"
"1144625153","Cross Creek Hospital","3"
"1154348472","WALMART PHARMACY 10-0037","3"
"1154707461","Valley Behavioral Health","3"
"1174865513","Lakeview Behavioral Health","3"
"1184267999","American Medical Response; AMR; Lifeguard Emergency Medical Services","3"
"1184267999","Lifeguard Ambulance","3"
"1184987505","TrustPoint Hospital","3"
"1194742502","WALMART PHARMACY 10-0072","3"
"1194758953","Vantage Point of Northwest Arkansas","3"
"1205095569","Lakeland Behavioral Health System","3"
"1205853561","WALMART PHARMACY 10-0020","3"
"1215587092","Highland Ridge Hospital","3"
"1215954565","WALMART PHARMACY 10-0025","3"
"1215954573","WALMART PHARMACY 10-0099","3"
"1225055544","WALMART PHARMACY 10-0069","3"
"1225055577","WALMART PHARMACY 10-0060","3"
"1225174311","Lakeland Behavioral Health System","3"
"1225244676","FORT SMITH PHYSICAN GROUP","5"
"1225462336","Signature Psychiatric Hospital","3"
"1235156365","WALMART PHARMACY 10-0047","3"
"1235156555","WALMART PHARMACY 10-0019","3"
"1235348715","San Juan Capestrano Hospital","3"
"1245257567","WALMART PHARMACY 10-0009","3"
"1245257666","WALMART PHARMACY 10-0086","3"
"1245258730","WALMART PHARMACY 10-0080","3"
"1245777481","Sonora Behavioral Health - Outpatient Services","5"
"1275857658","STONECREST CENTER","3"
"1275857658","BCA of Stonecrest Center","4"
"1275920001","Southcoast Behavioral Health","3"
"1295386571","Shannon M Mitchell","4"
"1295864478","VISTA HEALTH FORT SMITH","3"
"1306054762","San Juan Capestrano Hospital","3"
"1306863410","WALMART PHARMACY 10-0081","3"
"1306863667","WALMART PHARMACY 10-0051","3"
"1316071228","VISTA HEALTH FORT SMITH","3"
"1316964422","WALMART PHARMACY 10-0050","3"
"1316964679","WALMART PHARMACY 10-0092","3"
"1326257809","San Juan Capestrano Hospital","3"
"1336166727","Walmart Pharmacy 10-0068","3"
"1336166750","WALMART PHARMACY 10-0079","3"
"1336800119","Montrose Behavioral Health Hospital","3"
"1346724879","Rio Vista Behavioral Health","3"
"1366469751","WALMART PHARMACY 10-0042","3"
"1366607897","Riverview Behavioral Health Outpatient Program","3"
"1376149955","Trustpoint Hospital - IDD Unit","5"
"1386271054","Lakeland Behavioral Health System","3"
"1386395986","TAC","3"
"1386773554","VISTA HEALTH","3"
"1386891802","Riverview Behavioral Health Outpatient Program","3"
"1407873722","WALMART PHARMACY 10-0027","3"
"1407873763","WALMART PHARMACY 10-0082","3"
"1417420811","Haverhill Pavilion Behavioral Health","3"
"1417974833","WALMART PHARMACY 10-0014","3"
"1427048743","Red River Hospital","3"
"1427075845","WALMART PHARMACY 10-0059","3"
"1427472570","LONGLEAF HOSPITAL","3"
"1437593605","Rebound Behavioral Health","3"
"1447278973","WALMART PHARMACY 10-0013","3"
"1467050005","River Place Behavioral Health","3"
"1467479865","WALMART PHARMACY 10-0035","3"
"1467483677","Valley Behavioral Health System Outpatient Program","3"
"1467948984","Seven Hills Hospital","3"
"1497012959","TrustPoint Hospital","3"
"1497772503","WALMART PHARMACY 10-0041","3"
"1508252149","San Jose Behavioral Health","3"
"1508883927","WALMART PHARMACY 10-0048","3"
"1518302983","TrustPoint Hospital","3"
"1518644293","The Smile Mission Fort Lauderdale","3"
"1518984855","WALMART PHARMACY 10-0023","3"
"1528325651","Valley Behavioral Health","3"
"1538187026","WALMART PHARMACY 10-0044","3"
"1538773858","Seven Hills Hospital","3"
"1548293293","American Medical Response; AMR; Lifeguard Emergency Medical Services","3"
"1548293293","Lifeguard Ambulance","3"
"1558389056","WALMART PHARMACY 10-0056","3"
"1568489748","WALMART PHARMACY 10-0077","3"
"1578951448","Oasis Behavioral Health","3"
"1598782815","WALMART PHARMACY 10-0032","3"
"1598782989","WALMART PHARMACY 10-0033","3"
"1609893890","WALMART PHARMACY 10-0097","3"
"1609893940","WALMART PHARMACY 10-0075","3"
"1619994951","WALMART PHARMACY 10-0087","3"
"1639715618","Tower Behavioral Health","3"
"1639953193","ANYTIME MED","4"
"1649297052","WALMART PHARMACY 10-0043","3"
"1649371253","Oasis Behavioral Health Hospital","3"
"1659044766","Mindful Wellness of AZ","3"
"1659044766","Phoenix Life Saver Network","3"
"1659580587","San Juan Capestrano Hospital","3"
"1659877959","San Juan Capestrano Hospital","3"
"1659877959","Naguabo Crisis Stabilization Unit","5"
"1669257010","Family Monitoring and Transport U.S.A","3"
"1669673885","San Juan Capestrano Hospital","3"
"1689217416","American Medical Response - AMR ; Lifeguard Emergency Medical Services","3"
"1689217416","Lifeguard Ambulance","3"
"1689692154","WALMART PHARMACY 10-0078","3"
"1689747370","Oasis Behavioral Health","3"
"1699792911","WALMART PHARMACY 10-0101","3"
"1699926113","STONECREST CENTER","3"
"1700249224","Seven Hills Hospital","3"
"1700503703","San Jose Behavioral Health - Santa Cruz Connections Outpatient","3"
"1710160296","Red River Hospital","3"
"1720165327","Lakeland Behavioral Health System","3"
"1730679085","Oak Hills Pharmacy","3"
"1740823590","American Medical Response - AMR; Lifeguard Emergency Medical Services","3"
"1740823590","Lifeguard Ambulance","3"
"1750064424","Wellness-At-Home","3"
"1750166104","PCAH of Findlay and Lima","3"
"1750466892","Sonora Behavioral Health","3"
"1750702312","Oasis Behavioral Health","3"
"1750997466","Tower Behavioral Health","3"
"1770742132","RiverWoods Behavioral Health System","3"
"1770794745","San Juan Capestrano Hospital","3"
"1780326520","Rorex Therapy & Consultation LLC","3"
"1780601005","WALMART PHARMACY 10-0065","3"
"1780602524","WALMART PHARMACY 10-0093","3"
"1801439666","American Medical Response; AMR; Lifeguard Emergency Medical Services","3"
"1801439666","Lifeguard Ambulance","3"
"1801670237","official care connection LLC","3"
"1811336902","North Tampa Behavioral Health","3"
"1811914302","WALMART PHARMACY 10-0083","3"
"1811915390","WALMART PHARMACY 10-0015","3"
"1821208521","San Juan Capestrano Hospital","3"
"1821350349","TrustPoint Hospital","3"
"1831116250","WALMART PHARMACY 10-0039","3"
"1831308774","San Juan Capestrano Hospital","3"
"1861190225","My Buoyant Health","3"
"1861419111","WALMART PHARMACY 10-0021","3"
"1861419129","WALMART PHARMACY 10-0096","3"
"1871504159","Highland Ridge Hospital","3"
"1871510123","WALMART PHARMACY 10-0088","3"
"1871510198","WALMART PHARMACY 10-0040","3"
"1871511618","WALMART PHARMACY 10-0064","3"
"1881611200","WALMART PHARMACY 10-0046","3"
"1932435187","Park Royal Hospital","3"
"1932742798","American Medical Response; AMR; Lifeguard Emergency Medical Services","3"
"1932742798","Lifeguard Ambulance","3"
"1932843117","MAPLE HEIGHTS BEHAVIORAL HEALTH","3"
"1942293584","Oasis Behavioral Health","3"
"1952328213","WALMART PHARMACY 10-0017","3"
"1952329427","WALMART PHARMACY 10-0029","3"
"1952584294","San Juan Capestrano Hospital","3"
"1962639740","Promoting Positive Images","3"
"1962949958","River Place Behavioral Health","3"
"1972520377","WALMART PHARMACY 10-0007","3"
"1972899987","Park Royal Hospital","3"
"1982961439","Valley Behavioral Health","3"
"1053338178","WALMART PHARMACY 10-0117","3"
"1073060646","Walmart Pharmacy 10-0110","3"
"1073530473","WALMART PHARMACY 10-0155","3"
"1083631592","WALMART PHARMACY 10-0171","3"
"1104843374","WALMART PHARMACY 10-0107","3"
"1104844869","WALMART PHARMACY 10-0151","3"
"1114944220","WALMART PHARMACY 10-0123","3"
"1124045240","WALMART PHARMACY 10-0134","3"
"1124045489","WALMART PHARMACY 10-0145","3"
"1144247263","WALMART PHARMACY 10-0168","3"
"1154348415","WAL-MART PHARMACY 10-116","3"
"1154348530","WALMART PHARMACY 10-0125","3"
"1154918001","Medque Health & Wellness Center","3"
"1215954334","WALMART PHARMACY 10-0108","3"
"1225055346","WALMART PHARMACY 10-0162","3"
"1235156589","WALMART PHARMACY 10-0173","3"
"1245257633","WALMART PHARMACY 10-0167","3"
"1255358636","WALMART PHARMACY 10-0144","3"
"1255358669","WALMART PHARMACY 10-0114","3"
"1265459598","WALMART PHARMACY 10-0106","3"
"1285651455","WALMART PHARMACY 10-0147","3"
"1326065442","WALMART PHARMACY 10-0132","3"
"1326065673","WALMART PHARMACY 10-0166","3"
"1336166529","WALMART PHARMACY 10-0161","3"
"1336166693","WALMART PHARMACY 10-0149","3"
"1336166719","WALMART PHARMACY 10-0127","3"
"1346267531","WALMART PHARMACY 10-0175","3"
"1356368765","WAL-MART PHARMACY 10-0115","3"
"1396291647","Walmart Pharmacy 10-0154","3"
"1396762407","WALMART PHARMACY 10-0121","3"
"1407873516","WALMART PHARMACY 10-0113","3"
"1437176757","WALMART PHARMACY 10-0143","3"
"1447660147","Clinica San Felipe","3"
"1447660147","General Care Health Management","4"
"1457378622","WALMART PHARMACY 10-0140","3"
"1467470963","WALMART PHARMACY 10-0152","3"
"1487348892","I Wish You Well, Inc","3"
"1497773188","WALMART PHARMACY 10-0139","3"
"1508883901","WALMART PHARMACY 10-0124","3"
"1518566835","Personal Care Physical Therapy","5"
"1518984830","WALMART PHARMACY 10-0109","3"
"1518986595","WALMART PHARMACY 10-0138","3"
"1528550829","Transport 1","3"
"1538186705","WALMART PHARMACY 10-0131","3"
"1548287725","WALMART PHARMACY 10-0148","3"
"1588681845","WALMART PHARMACY 10-0122","3"
"1598154098","Dynamic Therapy Solutions","4"
"1598447864","Smiles of Glenview","3"
"1598782625","WALMART PHARMACY 10-0150","3"
"1609895689","WALMART PHARMACY 10-0159","3"
"1639197460","WALMART PHARMACY 10-0165","3"
"1649297045","WALMART PHARMACY 10-0111","3"
"1689691982","WALMART PHARMACY 10-0174","3"
"1699792085","WALMART PHARMACY 10-0126","3"
"1699792713","WALMART PHARMACY 10-0136","3"
"1770500886","WALMART PHARMACY 10-0103","3"
"1821015090","WALMART PHARMACY 10-0163","3"
"1851318034","WALMART PHARMACY 10-0120","3"
"1871510065","WALMART PHARMACY 10-0158","3"
"1871510271","WALMART PHARMACY 10-0133","3"
"1881611267","WALMART PHARMACY 10-0141","3"
"1942227061","WALMART PHARMACY 10-0137","3"
"1952328205","WALMART PHARMACY 10-0172","3"
"1962429357","WALMART PHARMACY 10-0169","3"
"1982621207","WALMART PHARMACY 10-0135","3"
"1982622734","WALMART PHARMACY 10-0146","3"
